award_id,tender_id,project_name,contractor,contract_amount,contract_date,participants_count,prefecture,municipality,use_type,floor_area_m2,bid_method,evaluation_score,price_score
AWD-2024-00141,TND-2024-00141,【静岡森林管理署】富士山地区砕石等単価契約,竹中工務店株式会社,3520800,2024-04-19,21,静岡県,中央地区,施設,100,一般競争入札,,
AWD-2024-00142,TND-2024-00142,令和７年度　単価契約危機管理型水位計運用システム利用,一般財団法人河川情報センター,5212160,2025-03-28,21,埼玉県,所沢市,施設,100,随意契約,,
AWD-2024-00143,TND-2024-00143,名古屋港東航路第二号灯標ほか15基機器改良改修工事（整備）,株式会社河崎海事,8450000,2024-12-13,10,沖縄県,南部地区,施設,100,随意契約,,
AWD-2024-00144,TND-2024-00144,令和６年度　河川現況台帳データ整備業務（木曽上木曽川）,水谷印刷株式会社,3190000,2024-04-24,5,福岡県,西区,施設,100,指名競争入札,,
AWD-2024-00145,TND-2024-00145,【関東地方整備局、荒川調節池工事事務所】Ｒ６荒川調節池通信型水位計６点購入,アサヒ地水探査株式会社,3862000,2024-07-12,23,京都府,中央地区,施設,100,一般競争入札,,
AWD-2024-00146,TND-2024-00146,米代西部森林管理署　第1号　建設機械等チャーター単価契約（能代・山本地区１回目）,能代運輸株式会社,4190600,2024-05-10,25,愛知県,中区,施設,100,総合評価方式,75.7,95.1
AWD-2024-00147,TND-2024-00147,危機管理型水位計点検,株式会社岩崎,18800000,2024-07-03,19,千葉県,千葉市花見川区,施設,100,一般競争入札,,
AWD-2024-00148,TND-2024-00148,令和６年度建設関連業者登録システム改修業務,奥村組株式会社,90800000,2024-08-23,2,千葉県,市川市,施設,282,随意契約,,
AWD-2024-00149,TND-2024-00149,令和６年度業務利用アプリに係る文書管理アドオン開発業務の請負,株式会社内田洋行,24240000,2024-12-23,20,愛知県,中村区,施設,100,一般競争入札,,
AWD-2024-00150,TND-2024-00150,一般国道２３１号石狩市浜益トンネル機械設備点検,戸田建設株式会社,7900000,2024-09-04,4,鳥取県,郊外地区,道路,204,指名競争入札,,
AWD-2024-00151,TND-2024-00151,【関東地方整備局、首都国道事務所】Ｒ６首都国道須和田１丁目歩道橋昇降設備点検整備業務,ジャパンエレベーターサービス城南株式会社,768000,2024-04-01,5,東京都,中野区,道路,100,総合評価方式,82.0,99.8
AWD-2024-00152,TND-2024-00152,令和６年度水谷平合併浄化槽維持管理及び清掃等業務委託,株式会社三久萩原技研,3340000,2024-05-15,12,大阪府,城東区,施設,100,随意契約,,
AWD-2024-00153,TND-2024-00153,徳島法務総合庁舎法務省型書架設置作業　一式,日本ファイリング株式会社,18940000,2024-08-21,10,徳島県,市街地,庁舎,100,一般競争入札,,
AWD-2024-00154,TND-2024-00154,空知森林管理署物品調達（第２回）　第３号物件　現場用品類・測定機器類（役務含む）,奥村組株式会社,2670000,2025-01-20,9,大阪府,旭区,施設,100,指名競争入札,,
AWD-2024-00155,TND-2024-00155,令和６年度三重河川国道管内道路機械設備保守業務,大成建設株式会社,25200000,2024-04-01,10,三重県,南部地区,道路,607,随意契約,,
AWD-2024-00156,TND-2024-00156,【関東森林管理局】1号物件「物品の購入（プリンター・OA機器類）」,株式会社オオタヤ,2372700,2025-01-16,18,神奈川県,横浜市西区,施設,100,一般競争入札,,
AWD-2024-00157,TND-2024-00157,関西国際空港庁舎・管制塔昇降機設備（製造・設置・調整）,日本オーチス・エレベータ株式会社,301500000,2024-05-17,5,神奈川県,横浜市南区,庁舎,735,総合評価方式,61.8,85.9
AWD-2024-00158,TND-2024-00158,令和６年度災害応急用ポンプ等点検整備作業,荏原商事株式会社,4300000,2025-01-09,10,大分県,東部地区,施設,100,総合評価方式,61.9,54.8
AWD-2024-00159,TND-2024-00159,長野地方裁判所ほかにおける庁舎エレベーター設備保守業務,ジャパンエレベーターサービス城西株式会社,6032000,2025-02-21,17,長野県,東部地区,庁舎,100,総合評価方式,92.6,62.9
AWD-2024-00160,TND-2024-00160,【大隅森林管理署】霧岳国有林外造林事業（地拵作業外）請負,有限会社一心工業,24800000,2025-02-26,8,埼玉県,川口市,施設,100,一般競争入札,,
AWD-2024-00161,TND-2024-00161,衆議院憲政記念館代替施設ほか清掃業務　一式,株式会社新東美装,21980000,2025-02-19,4,神奈川県,横浜市西区,施設,100,指名競争入札,,
AWD-2024-00162,TND-2024-00162,令和7年度　医療労務管理支援事業委託契約,一般社団法人兵庫労働基準連合会,11390190,2025-03-07,3,新潟県,南部地区,病院,100,一般競争入札,,
AWD-2024-00163,TND-2024-00163,【伊豆森林管理署】令和7年度伊豆森林管理署揮発油（単価契約）,ＮＸ商事株式会社,2080000,2025-03-05,17,長野県,西部地区,施設,100,一般競争入札,,
AWD-2024-00164,TND-2024-00164,標体（L-1）4基ほか1件整備,株式会社清水造船建設,8100000,2024-07-05,9,岐阜県,北部地区,施設,100,一般競争入札,,
AWD-2024-00165,TND-2024-00165,帯広開発建設部管内　排水機場外年点検整備,前田建設工業株式会社,41000000,2025-03-19,6,神奈川県,横浜市中区,施設,106,指名競争入札,,
AWD-2024-00166,TND-2024-00166,令和7年度松阪地方合同庁舎駐車場等交通誘導業務委託,三井住友建設株式会社,1984400,2025-02-20,15,愛知県,守山区,庁舎,100,指名競争入札,,
AWD-2024-00167,TND-2024-00167,令和６年度静岡刑務所職員宿舎改修（機械設備）工事,五洋建設株式会社,76760000,2024-06-12,7,静岡県,北部地区,住宅,212,一般競争入札,,
AWD-2024-00168,TND-2024-00168,６年度留萌南部署【留萌地区】保全整備造林外第１号,有限会社常盤産業,6600000,2024-05-09,19,愛知県,千種区,施設,100,総合評価方式,94.0,60.6
AWD-2024-00169,TND-2024-00169,令和７年度　自動車保守管理委託業務（区分１）,竹中工務店株式会社,2969400,2025-03-10,6,福島県,西部地区,施設,100,指名競争入札,,
AWD-2024-00170,TND-2024-00170,西ケ原研修合同庁舎給水設備ほか修繕工事,株式会社典美,3840000,2024-12-13,23,兵庫県,中央地区,庁舎,100,一般競争入札,,
AWD-2024-00171,TND-2024-00171,令和6年度 国土の強靱化に資する交通データの設計・整備業務,エアロトヨタ株式会社,54000000,2024-09-12,6,広島県,南部地区,施設,115,指名競争入札,,
AWD-2024-00172,TND-2024-00172,令和７年度根釧東部署デジタル複合機保守契約（根釧東部森林管理署）,株式会社あすなろ,1988000,2025-03-13,10,東京都,品川区,施設,100,総合評価方式,75.2,98.8
AWD-2024-00173,TND-2024-00173,令和６年度金沢刑務所職員宿舎O棟（電気設備）改修工事,株式会社島野電機商会,62000000,2025-02-27,25,兵庫県,市街地,住宅,162,総合評価方式,75.7,70.2
AWD-2024-00174,TND-2024-00174,庁舎A棟外廃棄物分別及び回収役務,錢高組株式会社,67950000,2024-12-16,12,愛知県,昭和区,庁舎,119,指名競争入札,,
AWD-2024-00175,TND-2024-00175,令和7年度熊本空港事務所庁舎清掃作業,株式会社明光,1500000,2025-02-26,6,熊本県,北部地区,庁舎,100,一般競争入札,,
AWD-2024-00176,TND-2024-00176,複合機の賃貸借、保守、消耗品の供給（文化庁京都庁舎）　一式,フジタ株式会社,532050,2024-11-29,14,京都府,南部地区,庁舎,100,随意契約,,
AWD-2024-00177,TND-2024-00177,高松高等裁判所庁舎昇降機設備保守業務,日本オーチス・エレベータ株式会社,960000,2025-02-18,14,愛知県,熱田区,庁舎,100,総合評価方式,81.7,42.8
AWD-2024-00178,TND-2024-00178,令和７年度管理センター警備業務委託一式,株式会社エス・アンド・エスシステムズ,3486535,2025-03-10,20,宮城県,東部地区,公民館,100,随意契約,,
AWD-2024-00179,TND-2024-00179,川上国有林　森林環境保全整備事業（地拵）東濃３,フジタ株式会社,1300000,2024-08-23,19,東京都,豊島区,施設,100,指名競争入札,,
AWD-2024-00180,TND-2024-00180,第２号令和６年度阿歴内地区国有林エゾシカ誘引捕獲事業（大型囲いわな）（根釧西部森林管理署）,北泉開発株式会社,1400000,2024-11-22,8,東京都,港区,施設,100,一般競争入札,,
AWD-2024-00181,TND-2024-00181,横浜第２合同庁舎 消火器購入その他業務,大林組株式会社,927300,2024-12-13,14,茨城県,中央地区,庁舎,100,総合評価方式,78.4,71.5
AWD-2024-00182,TND-2024-00182,大阪労働局第一庁舎２階入居等工事,株式会社フレイム,41700000,2024-11-08,12,大阪府,西区,庁舎,112,一般競争入札,,
AWD-2024-00183,TND-2024-00183,【安芸森林管理署】令和７年度石油製品売買契約(単価契約)(安芸地区),依光産業株式会社,832100,2025-03-11,24,大阪府,生野区,施設,100,指名競争入札,,
AWD-2024-00184,TND-2024-00184,令和６年度上半期の那覇第２地方合同庁舎（１・２号館）植栽管理業務,株式会社エイト,980000,2024-05-14,17,埼玉県,上尾市,庁舎,100,随意契約,,
AWD-2024-00185,TND-2024-00185,【茨城森林管理署】物件番号2　病虫害対策用品（忌避剤外）,一般財団法人日本森林林業振興会,1065250,2025-01-29,21,茨城県,東部地区,施設,100,随意契約,,
AWD-2024-00186,TND-2024-00186,猪名川河川事務所車両管理業務,錢高組株式会社,1125000,2024-04-01,8,埼玉県,所沢市,施設,100,指名競争入札,,
AWD-2024-00187,TND-2024-00187,王滝国有林ほか 森林環境保全整備事業 木曽3,木曽土建工業株式会社,5200000,2024-04-25,7,東京都,目黒区,施設,100,指名競争入札,,
AWD-2024-00188,TND-2024-00188,令和６年度　埼玉労働局公用車車検整備等業務委託（単価契約）,安藤・間株式会社,1318240,2024-04-12,14,埼玉県,川越市,施設,100,随意契約,,
AWD-2024-00189,TND-2024-00189,令和７年度倉敷法務合同庁舎ほか１庁舎に係る空気調和設備保全業務及び建築物環境衛生管理業務委託契約,安藤・間株式会社,1915000,2025-03-05,18,埼玉県,川越市,庁舎,100,一般競争入札,,
AWD-2024-00190,TND-2024-00190,【北薩森林管理署】（1号物件）布計国有林森林整備事業（保育間伐【活用型】、下刈、除伐）請負  ：総合評価落札方式「簡易型」,株式会社永田林業,59100000,2025-03-04,19,埼玉県,上尾市,保育園,228,一般競争入札,,
AWD-2024-00191,TND-2024-00191,札幌第３合同庁舎　日常清掃及び定期清掃業務一式,株式会社トーカンオリエンス,14904000,2025-03-07,19,広島県,北部地区,庁舎,100,随意契約,,
AWD-2024-00192,TND-2024-00192,長崎空港国際線ターミナルビル2階男子トイレ窓改修工事,株式会社稲佐,1000000,2024-12-10,17,長崎県,西部地区,施設,100,随意契約,,
AWD-2024-00193,TND-2024-00193,石手川ダム管理支所庁舎で使用する電気,四国電力株式会社,1259640,2024-04-01,7,東京都,中央区,庁舎,100,総合評価方式,93.7,76.6
AWD-2024-00194,TND-2024-00194,横浜地方・簡易裁判所合同庁舎等植栽管理業務,生駒植木株式会社,5670000,2025-02-18,20,愛知県,南区,庁舎,100,随意契約,,
AWD-2024-00195,TND-2024-00195,令和６年度下半期基幹情報システム運用管理保守業務一式,彩ネット株式会社,4500000,2024-09-20,11,神奈川県,川崎市中原区,施設,100,一般競争入札,,
AWD-2024-00196,TND-2024-00196,三浦電波監視センターの監視設備のリモート化に係る通信回線の導入整備,ＮＴＴドコモビジネス株式会社,9990000,2025-03-24,22,千葉県,船橋市,公民館,100,一般競争入札,,
AWD-2024-00197,TND-2024-00197,令和７年度福岡矯正管区内の矯正施設用米味噌調達契約,ひかり味噌株式会社,4966500,2025-03-24,3,福岡県,久留米市,施設,100,随意契約,,
AWD-2024-00198,TND-2024-00198,岡山地方裁判所倉敷支部外６庁冷暖房設備保守業務,株式会社オークスコーポレーション,4800000,2025-03-03,20,岡山県,郊外地区,施設,100,指名競争入札,,
AWD-2024-00199,TND-2024-00199,延岡河川国道事務所庁舎修繕,株式会社興洋,2600000,2024-06-28,14,青森県,西部地区,庁舎,100,一般競争入札,,
AWD-2024-00200,TND-2024-00200,関東信越国税局が管理する合同庁舎における施設管理・運営業務（区分１　筑西しもだて合同庁舎）,日本ビルシステム株式会社,9200000,2025-03-28,9,埼玉県,さいたま市,庁舎,100,総合評価方式,94.4,99.6
AWD-2024-00201,TND-2024-00201,令和６年度 佐賀導水路水門設備外点検整備,株式会社田中鉄工所,13900000,2024-04-01,10,佐賀県,北部地区,施設,100,指名競争入札,,
AWD-2024-00202,TND-2024-00202,議員登院表示設備一部改修工事（２４）,東京通信電設株式会社,3840000,2024-12-20,4,福岡県,博多区,施設,100,一般競争入札,,
AWD-2024-00203,TND-2024-00203,那覇地裁沖縄支部登川宿舎改修工事,株式会社ユウヒ開発,36200000,2024-08-05,10,沖縄県,南部地区,住宅,146,一般競争入札,,
AWD-2024-00204,TND-2024-00204,【関東地方整備局、甲府河川国道事務所】Ｒ６富士川水文観測施設等保守点検業務,株式会社拓和,16500000,2024-07-08,3,北海道,東部地区,施設,100,総合評価方式,79.1,73.9
AWD-2024-00205,TND-2024-00205,令和７年度　陸運事務所（庁舎及び検査場）電力供給契約（単価契約）,株式会社沖縄ガスニューパワー,9943767,2024-12-12,8,千葉県,柏市,庁舎,100,随意契約,,
AWD-2024-00206,TND-2024-00206,三池港湾合同庁舎清掃業務他請負契約,有限会社オークス,1054400,2025-03-19,11,愛知県,中区,庁舎,100,随意契約,,
AWD-2024-00207,TND-2024-00207,令和６年度静岡刑務所集じん機等一式更新整備契約,有限会社二葉機工,2790000,2024-11-15,22,静岡県,東部地区,施設,100,随意契約,,
